PropID
0176081010
0176083029
0383160039
0386140061
0387130001
0387140003
0387150016
0388020046
0390160006
0390160040
0390160041
0391040010
0391040016
0391090170
0391090172
0391090174
0391090178
0391090210
0391090211
0391090242
0391090245
0391130167
0391130177
0391130178
0392010123
0392010129
0392040145
0392040149
0392040159
0392040161
0392160032
0392160036
0393001010
0393130303
0393130304
0394040055
0394040056
0394040057
0394040058
0394040061
0394040063
0394040081
0394050199
0394050204
0394050206
0394050207
0394050240
0394050241
0394050246
0394050254
0394050255
0394060101
0394120060
0398044034
0399100004
0399160006
0400161001
0400161002
0400161003
0400161006
0401080002
0402100006
0402151016
0403050013
0404050002
0404090012
0404120002
0404160031
0405100028
0405120019
0405130074
0406010012
0406015002
0406021045
0407142110
0407142119
0407142207
0407142221
0408010009
0408010011
0408110015
0408120064
0409010001
0428050024
0428140010
0428140011
0429031014
0429040059
0430010063
